workerid,proliferate.condition,age,ethnicity,feedback,gender,race,error
1118,Condition_2,24,Non-Hispanic,How much research each individual did influenced my responses.,Female,White,
1117,Condition_2,24,Hispanic,,Male,White,
1287,Condition_2,21,Non-Hispanic,,Male,White,
1232,Condition_2,51,Non-Hispanic,"The common factor that all CEO's believed there was a 50% chance of pollution, indicates they were being careless in approving the product. Even without seeing the study results, assuming that a 50% risk is acceptable shows a high degree of culpability for pollution.",Male,White,
1141,Condition_2,21,Non-Hispanic,Finding out if the product causes harm and if the company goes through with the release influenced my decision.,Female,Asian,
1109,Condition_2,40,Non-Hispanic,"The decision makers are responsible. They are maybe *slightly* less responsible if the recent report does not mention the study, but really, it is incumbent upon the decision makers to seek out the latest research, so they are still responsible.",Female,White,
1131,Condition_2,37,Non-Hispanic,the fact that one person was responsible for getting the product greenlit,Female,White,
1253,Condition_2,42,Non-Hispanic,carefully reading,other_gender,White,
1296,Condition_2,40,Non-Hispanic,I factored if a report about if the product was harmful mentioned the new study or not. The other influence was if the person in charge decided to launch the product anyway even if they knew it was harmful to the environment.,Male,White,
1223,Condition_2,49,Non-Hispanic,Because information was provided on what they knew and the decisions they took based on the information.,Female,White,
1193,Condition_2,19,Non-Hispanic,whether or not the people were willing to release the product even if they did have harmful consequences,Female,White,
1273,Condition_2,28,Non-Hispanic,If the CEO was going to put out the product no matter what the result was of the product.,Male,White,
1197,Condition_2,47,Non-Hispanic,i used the facts that were presented47,Female,White,
1113,Condition_2,21,Non-Hispanic,Whether or not they would still launch the product while knowing the consequences affected my perception of their guilt. ,Female,Multiracial,
1269,Condition_2,27,Non-Hispanic,If they decided to go through their plans even if they get to know it's harmful.,Male,White,
1312,Condition_2,34,Non-Hispanic,,Male,White,
1261,Condition_2,40,Non-Hispanic,If the CEO knows the dangers or does not know the dangers. I think they are more responsible when they know it's bad but launch it anyway. ,Male,White,
1241,Condition_2,44,Non-Hispanic,"If they would decide to NOT release the product if they thought it would harm the environment, I would judge them a little less harshly. All other factors didn't really change anything for me.",Male,White,
1249,Condition_2,47,Non-Hispanic,N/A,Female,White,
1126,Condition_2,38,Non-Hispanic,,Female,White,
1078,Condition_4,54,Non-Hispanic,,Female,White,
1152,Condition_4,43,Hispanic,None,Male,other_race,
1218,Condition_4,48,Non-Hispanic,Full guilt if the decider would have produced the material no matter if believed dangerous or not. A bit pf leniency if the decide did not know all the possible studies,Male,White,
1252,Condition_4,25,Non-Hispanic,Factors that influenced me were really if the person still intended to launch the product regardless of if it might harm the planet.,Female,White,
1156,Condition_4,44,Non-Hispanic,Companies should be held accountable for their actions,Male,White,
1160,Condition_4,29,Non-Hispanic,Overall if they would still go forward with a product release even if the product harmed the environment then I assumed that they would more likely think the product would harm the environment. As far as responsibility I think all CEOs would be liable since they failed to further research the effects of the product. ,Female,White,
1240,Condition_4,52,Non-Hispanic,Being responsible and accountable for decisions that affect the lives of others.,Female,White,
1196,Condition_4,38,Non-Hispanic,I looked at how much they knew.,Female,White,
1060,Condition_4,22,Non-Hispanic,,Female,White,
1135,Condition_4,25,Non-Hispanic,,Female,White,
1169,Condition_4,40,Non-Hispanic,"The biggest factor that influenced my responses was the information I was given regarding the CEO's willingness to launch the new product even if they discover the product is harmful. If they are willing to launch a product known to be harmful, all other considerations are mostly moot. The other factor that influenced my opinion had to do with whether or not the CEO investigated the new study when made aware of its existence. If the CEO was made aware of a new study but not its findings and chose not to look into it further, they failed to due their due diligence.",Male,White,
1164,Condition_4,26,Non-Hispanic,Based on how the person would react after knowing its consequences,Male,Black/African American,
1144,Condition_4,31,Non-Hispanic,"Whether more research was done, whether the CEO had deciding vote.",Female,White,
1055,Condition_4,39,Non-Hispanic,All the CEO's knew of the potential risks and they preferred not to know. It was their responsibility to investigate but they chose not to. ,Male,White,
1200,Condition_4,28,Non-Hispanic,No,Female,White,
1178,Condition_4,39,Non-Hispanic,It was their decision and all thought the chance the new product would do harm was at least 50% so if there was harm they were at least partially responsible. The ones that said they'd sell it even if it harms obviously held more responsible for the harm. ,Male,White,
1188,Condition_4,42,,I thought about it from a company standpoint and if they had already made a decision to release each product.  Also how much work they did in looking to see if their new product polluted.  ,Male,Asian,
1237,Condition_4,24,Non-Hispanic,I looked into how the CEOs regarded the studies they have read and if they decided to read more into it. ,Male,Asian,
1182,Condition_4,58,Non-Hispanic,Mostly the knowledge that there was a new study but willfully choosing not to look at it. ,Female,White,
1140,Condition_4,32,Non-Hispanic,I took them at their word when it came to whether they'd decide to proceed or not.,Male,White,
1068,Condition_4,28,Non-Hispanic,"Willingness to proceed even if harm to the environment would have occurred, decisions not to read research studies.",Female,White,
1313,Condition_4,31,Non-Hispanic,Their refusal to look into new studies and their choices of still proceeding to approve of something so damaging.,Female,White,
1303,Condition_4,20,Non-Hispanic,I think the fact that they thought there would be a 50% chance of harm and still went through approving products shows a wanton disregard for the environment and although the people who wouldn't approve if they knew the chemicals were bad are better than the others they are all culpable and at fault for what happened to the environments. ,Male,White,
1168,Condition_4,66,Non-Hispanic,"I responded based on whether the decsion maker did 100 percent due diligence to determine if their product was harmful before deciding to launch or not. Also, if the decision maker lanuched knowing their product was bad, I also held them fully responsible.",Male,White,
1309,Condition_4,65,Non-Hispanic,The ultimate decision was made either knowing what the negative effects would be or failing to do enough research to find out what those effects would be.,Female,White,
1096,Condition_4,20,Non-Hispanic,"For the first two, it was completely their faults because they were going to sell the product even if it was harmful. For the other two, I looked at if they had the necessary information from the report to be conscious enough to not sell the product.",Female,White,
1091,Condition_4,31,Non-Hispanic,I believe each CEO in these situations bear the responsibility because they were negligent. ,Non-binary,White,
1290,Condition_4,29,Hispanic,The level of responsibility expected from someone in a CEO position. ,Female,White,
1235,Condition_4,31,Non-Hispanic,The context clues,Male,White,
1226,Condition_4,41,Non-Hispanic,"if it cannot continue without the ceo's approval, they are at fault for not doing extensive research",Male,White,
1209,Condition_4,47,Non-Hispanic,,Male,White,
1231,Condition_4,70,Non-Hispanic,Not at this time,Female,White,
1129,Condition_4,34,Non-Hispanic,"I went purely off of the content of the stories. I didn't really infer much beyond the information given. If there was more information, maybe I would have answered a bit more nuanced.",Female,White,
1173,Condition_4,24,Non-Hispanic,Whether the person knew what the study found and whether they intended to cause harm were the factors I used. ,Female,White,
1280,Condition_4,19,Non-Hispanic,"The biggest factors were whether they would still choose to launch even if they knew their products did have negative environmental effects, as well as if they knew about new research but failed to look into it. ",Female,White,
1064,Condition_4,41,Non-Hispanic,information that was provided,Female,White,
1276,Condition_4,29,Hispanic,none,Male,American Indian/Alaska Native,
1248,Condition_4,18,Non-Hispanic,THe decsion to launch the product even if they read the report.,Male,Asian,
1132,Condition_4,70,Non-Hispanic,There is usually more than ONE single person responsible for an environmentally unfriendly product.,Female,White,
1272,Condition_4,68,Non-Hispanic,"I think it is the responsibility to research the harms completely and not just depend on one study.  This is negligence and they should be held responsible whether the company decides to go ahead with the product or not, just as the company is responsible.",Female,White,
1305,Condition_4,22,Hispanic,"I think that regardless of their knowledge, that any CEO approving something that could potentially harm the environment should be considered and held responsible for that. It is their duty to be informed.",Male,White,
1122,Condition_4,27,Non-Hispanic,,Female,White,
1205,Condition_4,49,Non-Hispanic,Whether or not they knowingly put harmful products in the marketplace.,Female,White,
1072,Condition_4,23,Non-Hispanic,no,Female,White,
1244,Condition_4,27,Non-Hispanic,just by reading the scenario and weighing incompetence versus knowingly approving things that are harmful,Male,White,
1087,Condition_4,19,Non-Hispanic,,Male,White,
1311,Condition_4,37,Non-Hispanic,The facts that I read in the paragraphs.,Female,White,
1268,Condition_4,30,Hispanic,,Female,White,
